Wall time,Step,Value
1670953869.6013834,0,0.009570351801812649
1670953947.8705113,1,0.039268508553504944
1670954026.0911574,2,0.10206688940525055
1670954104.287315,3,0.029713189229369164
1670954182.4656115,4,0.06136329099535942
1670954260.6737618,5,0.08142005652189255
1670954338.835084,6,0.06726785004138947
1670954417.07181,7,0.004348949994891882
1670954495.3143606,8,0.05709487944841385
1670954573.4806015,9,0.004494364373385906
1670954651.6037226,10,0.011348119005560875
1670954729.7768667,11,0.008892951533198357
1670954807.9184036,12,0.04658454656600952
1670954886.06666,13,0.06287319958209991
1670954964.3178785,14,0.01707541197538376
1670955042.4329169,15,0.04411385580897331
1670955120.6218147,16,0.022840697318315506
1670955198.7802343,17,0.03920738026499748
1670955277.1507902,18,0.01490010879933834
1670955355.3672922,19,0.06279538571834564
1670955433.5585003,20,0.0038857581093907356
1670955511.6363828,21,0.013888007029891014
1670955589.8913326,22,0.09446945786476135
1670955668.0842125,23,0.007855987176299095
1670955746.3839235,24,0.03309110924601555
1670955824.575803,25,0.08194256573915482
1670955902.7690892,26,0.01537474524229765
1670955980.9753213,27,0.10864531993865967
1670956059.1529112,28,0.01997307687997818
1670956137.3525476,29,0.04827379435300827
1670956215.575875,30,0.037124764174222946
1670956293.7800314,31,0.01776297762989998
1670956371.9026015,32,0.0025876732543110847
1670956450.2174635,33,0.021025804802775383
1670956528.4327843,34,0.05856814607977867
1670956606.685569,35,0.013339810073375702
1670956684.8697789,36,0.015183712355792522
1670956763.0026608,37,0.012350857257843018
1670956841.2751288,38,0.08356380462646484
1670956919.5374956,39,0.041168324649333954
1670956997.7352793,40,0.1137787327170372
1670957076.0538902,41,0.03072482720017433
1670957154.3081596,42,0.006210824009031057
1670957232.449428,43,0.034634027630090714
1670957310.5522866,44,0.03925052657723427
1670957388.730807,45,0.008870025165379047
1670957466.927591,46,0.062414176762104034
1670957545.1611147,47,0.006742602214217186
1670957623.45385,48,0.030466780066490173
1670957701.6181664,49,0.04206734895706177
1670957779.7277112,50,0.022256087511777878
1670957857.9066415,51,0.008397074416279793
1670957936.076922,52,0.08246231079101562
1670958014.2266324,53,0.15662212669849396
1670958092.433496,54,0.0036603163462132215
1670958170.665969,55,0.018675366416573524
1670958248.8569086,56,0.01759696751832962
1670958327.0554953,57,0.005142004229128361
1670958405.1780925,58,0.05339204519987106
1670958483.2988226,59,0.04787909612059593
1670958561.4935057,60,0.0366603285074234
1670958639.734554,61,0.04292014241218567
1670958718.0095167,62,0.024105966091156006
1670958796.1991048,63,0.0035282536409795284
1670958874.5013437,64,0.05884147435426712
1670958952.7909255,65,0.030220193788409233
1670959031.0218606,66,0.01743193343281746
1670959109.215763,67,0.03400406241416931
1670959187.4577603,68,0.0018442235887050629
1670959265.7496874,69,0.028989210724830627
1670959344.0358477,70,0.06734518706798553
1670959422.249297,71,0.017643161118030548
1670959500.368588,72,0.08369958400726318
1670959578.504955,73,0.06423209607601166
1670959656.6855621,74,0.05355963855981827
1670959734.840202,75,0.0070715248584747314
1670959813.0737495,76,0.0028887137304991484
1670959891.254975,77,0.052438974380493164
1670959969.4286692,78,0.0031941113993525505
1670960047.5385935,79,0.0312589630484581
1670960125.734811,80,0.024240603670477867
1670960203.9230344,81,0.06258506327867508
1670960282.1539102,82,0.006194762885570526
1670960360.368665,83,0.00868716649711132
1670960438.577343,84,0.030979454517364502
1670960516.8221028,85,0.10941600799560547
1670960595.0013022,86,0.002404958475381136
1670960673.262483,87,0.007329884450882673
1670960751.4819038,88,0.04953920096158981
1670960829.71925,89,0.009158177301287651
1670960907.841958,90,0.04265660047531128
1670960986.0420892,91,0.0030391118489205837
1670961064.182879,92,0.0034457100555300713
1670961142.4302158,93,0.008342711254954338
1670961220.6885784,94,0.0544082447886467
1670961298.9223275,95,0.002325023990124464
1670961377.063772,96,0.005677706561982632
1670961455.1900675,97,0.052775949239730835
1670961533.4641287,98,0.0445224866271019
1670961611.6997442,99,0.08206059038639069
