Wall time,Step,Value
1670953869.601313,0,0.04820522665977478
1670953947.8704433,1,0.04548922926187515
1670954026.0910902,2,0.17854201793670654
1670954104.287248,3,0.09063859283924103
1670954182.4655457,4,0.07104247808456421
1670954260.6736934,5,0.0825471580028534
1670954338.8350184,6,0.14000529050827026
1670954417.0717363,7,0.03112708032131195
1670954495.3142924,8,0.12258587777614594
1670954573.4805336,9,0.10114894062280655
1670954651.6036575,10,0.031117020174860954
1670954729.7768009,11,0.02672130987048149
1670954807.9183362,12,0.10122796893119812
1670954886.0665922,13,0.07145719230175018
1670954964.317812,14,0.03282458335161209
1670955042.4328504,15,0.09239067137241364
1670955120.6217492,16,0.02641458250582218
1670955198.7801666,17,0.11150094866752625
1670955277.1507113,18,0.04535630717873573
1670955355.3672233,19,0.13883286714553833
1670955433.558432,20,0.008171042427420616
1670955511.6363149,21,0.047281354665756226
1670955589.8911989,22,0.159670889377594
1670955668.084142,23,0.036756884306669235
1670955746.38381,24,0.08497516065835953
1670955824.575735,25,0.09883996844291687
1670955902.769022,26,0.0674889087677002
1670955980.9752524,27,0.14347022771835327
1670956059.1528423,28,0.027473855763673782
1670956137.352478,29,0.09664700925350189
1670956215.5758092,30,0.12463495135307312
1670956293.7799058,31,0.10900159180164337
1670956371.9025342,32,0.040990445762872696
1670956450.2173967,33,0.08191696554422379
1670956528.4327173,34,0.15938086807727814
1670956606.6854382,35,0.01981480047106743
1670956684.86971,36,0.06623644381761551
1670956763.0025928,37,0.03568283095955849
1670956841.2749913,38,0.09084435552358627
1670956919.537427,39,0.07094962894916534
1670956997.7352116,40,0.1513972133398056
1670957076.0538173,41,0.04322788864374161
1670957154.3080943,42,0.015674104914069176
1670957232.4493635,43,0.04131877049803734
1670957310.5522203,44,0.07699427008628845
1670957388.7307377,45,0.08725463598966599
1670957466.9275079,46,0.11721713840961456
1670957545.1610446,47,0.01892499439418316
1670957623.453733,48,0.06141262128949165
1670957701.6180887,49,0.0537155419588089
1670957779.7275994,50,0.1246400773525238
1670957857.9065745,51,0.1106443852186203
1670957936.0768142,52,0.14513029158115387
1670958014.2265627,53,0.18948496878147125
1670958092.4334288,54,0.03715457394719124
1670958170.6658971,55,0.12154850363731384
1670958248.8568401,56,0.03594176843762398
1670958327.0554256,57,0.07836807519197464
1670958405.178019,58,0.11682219058275223
1670958483.298759,59,0.07730136811733246
1670958561.4934409,60,0.050930727273225784
1670958639.7344875,61,0.1306934803724289
1670958718.0094495,62,0.05835391581058502
1670958796.1990385,63,0.06996957212686539
1670958874.5012777,64,0.12024834007024765
1670958952.7908044,65,0.10966697335243225
1670959031.0217912,66,0.0446382537484169
1670959109.2156932,67,0.09550311416387558
1670959187.4576936,68,0.05068890377879143
1670959265.7496192,69,0.04339113458991051
1670959344.035781,70,0.08510459959506989
1670959422.249222,71,0.03539656847715378
1670959500.3685193,72,0.15093955397605896
1670959578.504884,73,0.08045266568660736
1670959656.685496,74,0.11152033507823944
1670959734.8401349,75,0.054229073226451874
1670959813.073682,76,0.08784479647874832
1670959891.2549045,77,0.12624907493591309
1670959969.4286017,78,0.015050915069878101
1670960047.5385249,79,0.1657295823097229
1670960125.7347472,80,0.08584968745708466
1670960203.9229178,81,0.07867018133401871
1670960282.1538372,82,0.05851631611585617
1670960360.3685384,83,0.06001164764165878
1670960438.5772748,84,0.05250681936740875
1670960516.8220346,85,0.2101050615310669
1670960595.0012329,86,0.044896047562360764
1670960673.262412,87,0.02068258635699749
1670960751.481836,88,0.17353768646717072
1670960829.7191846,89,0.019396210089325905
1670960907.8418872,90,0.11082512140274048
1670960986.0420232,91,0.011290982365608215
1670961064.1828108,92,0.03171440586447716
1670961142.4301493,93,0.09646469354629517
1670961220.6885102,94,0.1445654332637787
1670961298.9222574,95,0.05199288949370384
1670961377.0636573,96,0.019124101847410202
1670961455.1899996,97,0.11737903952598572
1670961533.464063,98,0.09363923966884613
1670961611.6996176,99,0.11025948822498322
