Wall time,Step,Value
1670934273.2459133,0,0.006410183385014534
1670934300.1369228,1,0.004814804997295141
1670934327.1026301,2,0.12747588753700256
1670934354.174127,3,0.015242106281220913
1670934381.0977983,4,0.02156251296401024
1670934407.9582102,5,0.021623244509100914
1670934434.9701772,6,0.11334012448787689
1670934461.8335543,7,0.11143775284290314
1670934488.700069,8,0.02217159979045391
1670934515.6520433,9,0.03891775757074356
1670934542.6804218,10,0.03477875143289566
1670934569.5662055,11,0.002953182440251112
1670934596.4486518,12,0.04207943007349968
1670934623.4066997,13,0.03614196926355362
1670934650.4509957,14,0.06433525681495667
1670934677.4161456,15,0.014521483331918716
1670934704.419236,16,0.003773180767893791
1670934731.3296237,17,0.07475905865430832
1670934758.166305,18,0.04789363965392113
1670934785.000968,19,0.03855536878108978
1670934812.040458,20,0.019449127838015556
1670934838.85674,21,0.0028513248544186354
1670934865.6811476,22,0.01784883812069893
1670934892.6358004,23,0.006023520138114691
1670934919.5238588,24,0.012547340244054794
1670934946.44937,25,0.0012807901948690414
1670934973.3145385,26,0.06684090197086334
1670935000.095459,27,0.0644843727350235
1670935026.9070847,28,0.01710432767868042
1670935053.8886678,29,0.027170728892087936
1670935080.8131905,30,0.026139406487345695
1670935107.690288,31,0.0034682145342230797
1670935134.570513,32,0.06755132228136063
1670935161.3399127,33,0.07446515560150146
1670935188.264874,34,0.07846014201641083
1670935215.2112293,35,0.061552613973617554
1670935242.0434666,36,0.06547781825065613
1670935268.9856453,37,0.019624626263976097
1670935296.0245361,38,0.062465544790029526
1670935323.0629582,39,0.10371013730764389
1670935349.9917793,40,0.061511021107435226
1670935376.8688338,41,0.06951765716075897
1670935403.6625206,42,0.02682783082127571
1670935430.589289,43,0.02573913335800171
1670935457.5171711,44,0.035944387316703796
1670935484.7387226,45,0.012334669940173626
1670935511.629902,46,0.005607930477708578
1670935538.6126342,47,0.005604685749858618
1670935565.5406837,48,0.021054916083812714
1670935592.4710803,49,0.11186905950307846
1670935619.4185145,50,0.0424705408513546
1670935646.5170157,51,0.08518698066473007
1670935673.407709,52,0.008040699176490307
1670935700.410195,53,0.07146205008029938
1670935727.276625,54,0.020972853526473045
1670935754.1107361,55,0.11832897365093231
1670935781.0354795,56,0.019291920587420464
1670935808.077233,57,0.08205438405275345
1670935834.9599702,58,0.0691317468881607
1670935861.8771212,59,0.059723518788814545
1670935888.914178,60,0.07247717678546906
1670935915.8829982,61,0.03167000412940979
1670935942.8095286,62,0.07203330844640732
1670935969.7143734,63,0.08051595091819763
1670935996.7938502,64,0.017970871180295944
1670936023.642953,65,0.12203451246023178
1670936050.5703487,66,0.10858150571584702
1670936077.5442648,67,0.05899564176797867
1670936104.4992182,68,0.05578605830669403
1670936131.4144993,69,0.04606303200125694
1670936158.3572426,70,0.022653138265013695
1670936185.1874259,71,0.004473583307117224
1670936212.0750976,72,0.06800298392772675
1670936239.0287921,73,0.08606370538473129
1670936266.0017657,74,0.059265635907649994
1670936292.9261491,75,0.013938112184405327
1670936319.8771594,76,0.05863575637340546
1670936346.7346318,77,0.017435941845178604
1670936373.635808,78,0.06285520642995834
1670936400.573555,79,0.08276232331991196
1670936427.6482368,80,0.04332944005727768
1670936454.4503903,81,0.024359270930290222
1670936481.2668653,82,0.0678040087223053
1670936508.1813035,83,0.010788637213408947
1670936535.2327137,84,0.03594273328781128
1670936562.0755637,85,0.10288703441619873
1670936589.1141665,86,0.09707944095134735
1670936616.1782146,87,0.03744152560830116
1670936643.297342,88,0.011725865304470062
1670936670.2873852,89,0.09872497618198395
1670936697.3686352,90,0.1421053409576416
1670936724.4016218,91,0.0019767526537179947
1670936751.3968894,92,0.037750162184238434
1670936778.198274,93,0.0696926862001419
1670936805.0634844,94,0.11567410081624985
1670936832.0563738,95,0.01787249743938446
1670936858.9525936,96,0.048384301364421844
1670936886.0004852,97,0.07330738008022308
1670936912.9157283,98,0.080729179084301
1670936939.8831754,99,0.04027138277888298
