Wall time,Step,Value
1670934273.2458677,0,0.02379014901816845
1670934300.1368794,1,0.025175858289003372
1670934327.102585,2,0.15167823433876038
1670934354.1740472,3,0.037956781685352325
1670934381.0977561,4,0.02704927884042263
1670934407.9581656,5,0.008683435618877411
1670934434.9701366,6,0.03059440664947033
1670934461.8335102,7,0.022218607366085052
1670934488.6999543,8,0.006652708165347576
1670934515.6520002,9,0.03599286079406738
1670934542.680378,10,0.02836957946419716
1670934569.566162,11,0.06855819374322891
1670934596.4486096,12,0.011575660668313503
1670934623.4066558,13,0.025911644101142883
1670934650.450947,14,0.045426420867443085
1670934677.4160633,15,0.02750961109995842
1670934704.4191945,16,0.03667799010872841
1670934731.3295813,17,0.048898279666900635
1670934758.166263,18,0.07869242131710052
1670934785.0008671,19,0.06299454718828201
1670934812.0404148,20,0.026587074622511864
1670934838.8566587,21,0.05404122173786163
1670934865.6811035,22,0.07613866776227951
1670934892.6357584,23,0.020555399358272552
1670934919.5238175,24,0.013869356364011765
1670934946.4493258,25,0.02407662570476532
1670934973.3144963,26,0.02801186963915825
1670935000.0954149,27,0.010047000832855701
1670935026.9070406,28,0.02922816388309002
1670935053.8886242,29,0.02097637951374054
1670935080.8131487,30,0.02633792720735073
1670935107.690246,31,0.012533728033304214
1670935134.57047,32,0.010995805263519287
1670935161.3398259,33,0.012029368430376053
1670935188.2648325,34,0.028374511748552322
1670935215.2111468,35,0.04387708008289337
1670935242.0433853,36,0.0026862104423344135
1670935268.9856036,37,0.059626247733831406
1670935296.0244536,38,0.014495506882667542
1670935323.0629117,39,0.13803891837596893
1670935349.9917376,40,0.08828321099281311
1670935376.8687904,41,0.06738543510437012
1670935403.662477,42,0.00931514985859394
1670935430.5892434,43,0.011834070086479187
1670935457.5171278,44,0.014065241441130638
1670935484.738646,45,0.011567167937755585
1670935511.629858,46,0.003611922264099121
1670935538.612589,47,0.011599729768931866
1670935565.54064,48,0.005610303487628698
1670935592.4709983,49,0.051896125078201294
1670935619.41847,50,0.02486209198832512
1670935646.5169733,51,0.015395671129226685
1670935673.4076114,52,0.008533977903425694
1670935700.4101279,53,0.019323747605085373
1670935727.2765806,54,0.08075042068958282
1670935754.1106923,55,0.031595420092344284
1670935781.0354354,56,0.005638964008539915
1670935808.0771925,57,0.04633621498942375
1670935834.959925,58,0.06590858101844788
1670935861.877079,59,0.020164713263511658
1670935888.9141362,60,0.011816402897238731
1670935915.882953,61,0.045498140156269073
1670935942.8094864,62,0.01114941667765379
1670935969.7143304,63,0.05358271300792694
1670935996.793767,64,0.04917081445455551
1670936023.6429064,65,0.021193040534853935
1670936050.570304,66,0.018355991691350937
1670936077.5442235,67,0.09269868582487106
1670936104.4991765,68,0.03810444474220276
1670936131.4144573,69,0.05274846404790878
1670936158.3571994,70,0.016841581091284752
1670936185.187381,71,0.019016187638044357
1670936212.0750024,72,0.01269657164812088
1670936239.0287495,73,0.046788379549980164
1670936266.0017204,74,0.03598253056406975
1670936292.926108,75,0.007231956347823143
1670936319.8771176,76,0.0622849315404892
1670936346.734589,77,0.03746568784117699
1670936373.635727,78,0.04324501007795334
1670936400.5735073,79,0.014989925548434258
1670936427.648193,80,0.04796086996793747
1670936454.4503462,81,0.07589369267225266
1670936481.266823,82,0.018468821421265602
1670936508.1812618,83,0.08008666336536407
1670936535.2326722,84,0.020730677992105484
1670936562.0755198,85,0.05287913233041763
1670936589.114125,86,0.011051809415221214
1670936616.1781728,87,0.05087647959589958
1670936643.2972982,88,0.039263419806957245
1670936670.2873418,89,0.036372385919094086
1670936697.3685927,90,0.06189300864934921
1670936724.4015787,91,0.05294899642467499
1670936751.396846,92,0.0022655685897916555
1670936778.1982293,93,0.00876061711460352
1670936805.0634027,94,0.018320230767130852
1670936832.0563304,95,0.12066076695919037
1670936858.9525483,96,0.035083331167697906
1670936886.000442,97,0.05276055634021759
1670936912.9156857,98,0.02391674742102623
1670936939.883133,99,0.01239188015460968
